,filename,gt_score,fs_text_raw_answer,fs_text_score,gpt_classification,match
0,f69bfb02-30c2-477c-905f-4c219dba30b1.jpg,0,"Based on the image provided, the bowel preparation would be graded as a BBPS score of 1. This is because a portion of the mucosa of the colon segment is seen, but other areas are not well seen due to the presence of residual stool that appears to be substantial. The mucosa is not completely obscured, which would warrant a score of 0, but the cleanliness is not at the level of a score of 2 or 3, where minor residual staining or a clear view of the entire mucosa would be observed, respectively.",1,0,True
1,21ab075e-3ac3-4e8f-a455-6ca78dc5a248.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well with no residual staining, small fragments of stool, or opaque liquid. This corresponds to a Boston Bowel Preparation Scale (BBPS) score of 3.",3,1,True
2,be4dff9c-3f5d-40c2-8628-ee83c597b653.jpg,0,"Based on the image provided, the mucosa of the colon can be seen well, with no solid stool present. There is a minor amount of residual staining or opaque liquid, but it does not significantly impede the view of the mucosa. Therefore, according to the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 2.",2,1,False
3,a70e990c-9ae8-44bc-8e04-92071ee88039.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well with no residual staining, small fragments of stool, or opaque liquid. Therefore, the BBPS score for this bowel image is 3.",3,1,True
4,c6aae080-89f2-46e7-8fa9-266d57309b9c.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid visible. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
5,e31b382a-cb15-4868-8d7a-de0df526c3b0.jpg,0,"The image shows a colon segment with minor amounts of residual staining and small fragments of stool. However, the mucosa of the colon segment is seen well. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

BBPS = 2",2,1,False
6,8d486b6b-ecb1-4bd7-992e-255d1c528bb4.jpg,0,"The image shows a colon segment with a minor amount of residual staining and small fragments of stool. However, the mucosa of the colon segment is seen well. According to the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 2.",2,1,False
7,b8c0fb7a-9890-4c8e-b0f6-8f30f71ced68.jpg,1,"The image shows a colon segment with minor amounts of residual staining and small fragments of stool. However, the mucosa of the colon segment is seen well. According to the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 2.",2,1,True
8,14b4d297-bdbd-4618-8b2a-22272387982c.jpg,1,"The image provided shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid visible. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as:

BBPS = 3

This indicates that the entire mucosa of the colon segment is seen well, which is consistent with an optimal bowel preparation.",3,1,True
9,0f267c69-8964-4fc1-8520-1bcc77f69eff.jpg,1,"The bowel image provided shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,True
10,59724083-d25e-435f-a6cb-072055078cff.jpg,0,"The image shows a colon segment with a significant amount of residual stool that obscures the mucosa, making it difficult to see the mucosa well. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

Grade 1: Portion of mucosa of the colon segment seen, but other areas of the colon segment not well seen due to staining, residual stool and/or opaque liquid.

Therefore, the BBPS score for this image is 1.",1,0,True
11,a8c90f40-1807-415c-834d-af1b6a27cdba.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well. There is a minor amount of residual staining and a small fragment of stool, but these do not significantly obscure the view of the mucosa. Therefore, according to the Boston Bowel Preparation Scale (BBPS), this bowel preparation would be graded as a 2.",2,1,True
12,d1135c04-6b6a-4e05-a78f-a84adc4993f4.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well. There is no residual staining, small fragments of stool, or opaque liquid visible. Therefore, according to the Boston Bowel Preparation Scale (BBPS), this bowel preparation would be graded as a 3.",3,1,True
13,36c11d41-22ea-418c-9bde-daed302288b8.jpg,0,"Based on the image provided, the mucosa of the colon cannot be seen well due to the presence of a significant amount of residual stool that is adherent to the walls of the colon. This corresponds to a BBPS score of 0, as the mucosa is not visible due to solid stool that cannot be cleared.",0,0,True
14,6293254a-5e63-493f-932e-067a927720d7.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well with no residual staining, small fragments of stool, or opaque liquid. This corresponds to a Boston Bowel Preparation Scale (BBPS) score of 3.",3,1,True
15,606566c1-9088-4081-9270-8295f9d0c58f.jpg,1,"The image shows a colon segment with the entire mucosa visible and well seen. There is no residual staining, small fragments of stool, or opaque liquid. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3.",3,1,True
16,1a27e523-42d5-43ac-b6d2-aa30b5b72e04.jpg,0,"The image shows a colon segment with a significant amount of solid stool that obscures the view of the mucosa. The mucosa cannot be seen well due to the presence of this solid stool, which cannot be cleared. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

Grade 0: Unprepared colon segment with mucosa not seen due to solid stool that cannot be cleared.",0,0,True
17,d35559b2-f952-4ada-936a-8fd3f52cf114.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid visible. The mucosa of the colon segment is seen well throughout the image.

Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as:

BBPS = 3",3,1,True
18,c87aa286-4cac-45d1-88a5-c94c8cf0cb55.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well with no significant residual staining, small fragments of stool, or opaque liquid. Therefore, the BBPS score for this bowel image would be 3.",3,1,True
19,77056847-7df8-45a7-af96-9cc97a7ecee5.jpg,0,"Based on the image provided, the mucosa of the colon can be seen, but there are areas not well seen due to residual staining and some small fragments of stool. According to the Boston Bowel Preparation Scale (BBPS), this would be consistent with a score of:

Grade 2: Minor amount of residual staining, small fragments of stool and/or opaque liquid, but mucosa of colon segment seen well.",2,1,False
20,37d4f22e-1c37-4986-8b55-b0980e781ab4.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as:

BBPS = 3

This indicates that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,True
21,9eb177cb-965e-49c4-b68f-0ce752032512.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well. There is no significant residual staining, small fragments of stool, or opaque liquid. Therefore, according to the Boston Bowel Preparation Scale (BBPS), this bowel preparation would be graded as a 3.",3,1,True
22,e405bb75-5de6-4a25-a046-ead1ecdabcf0.jpg,0,"The image shows a colon segment with minor amounts of residual staining and some small fragments of stool. However, the mucosa of the colon segment is seen well. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

BBPS = 2",2,1,False
23,55244dba-8dd0-4ec0-95c6-c18230cc0bb3.jpg,0,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,False
24,7ff1c97a-5dc1-474a-b502-0522c1ebf956.jpg,0,"Based on the image provided, the bowel preparation can be graded as follows:

- There is a significant amount of residual stool and opaque liquid present.
- The mucosa of the colon segment is partially seen, but other areas are not well seen due to the presence of stool and liquid.

According to the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 1.",1,0,True
25,dafd6a76-8d8e-4248-935a-e73e3e012b91.jpg,1,"The image shows a colon segment with minor amounts of residual material, which appears to be small fragments of stool. The mucosa of the colon segment is seen well despite these small fragments. According to the Boston Bowel Preparation Scale (BBPS), this would be consistent with a score of:

Grade 2: Minor amount of residual staining, small fragments of stool and/or opaque liquid, but mucosa of colon segment seen well.",2,1,True
26,4b5e527e-8aae-44d9-9227-de6fc8919d8f.jpg,1,"The bowel image provided shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid present. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
27,0158e302-c50d-49a8-a9df-3d0eaa55c935.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well. There are no significant amounts of residual staining, small fragments of stool, or opaque liquid obscuring the view. Therefore, according to the Boston Bowel Preparation Scale (BBPS), this bowel preparation would be graded as:

BBPS = 3",3,1,True
28,c7df6c9c-e8ef-4caa-a126-f8cd01093464.jpg,1,"The image shows a colon segment with the entire mucosa seen well. There is no residual staining, small fragments of stool, or opaque liquid. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3.",3,1,True
29,1a3d98e8-6854-430e-bfce-26883b43a149.jpg,0,"Based on the image provided, the bowel preparation would be graded as a BBPS score of 1. This is because a portion of the mucosa of the colon segment can be seen, but other areas are not well seen due to the presence of residual stool and/or opaque liquid.",1,0,True
30,ca55e081-fa22-41ee-9042-84d23312d0b6.jpg,1,"Based on the image provided, the mucosa of the colon can be seen well with some minor residual staining and small fragments of stool. According to the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 2, which indicates a minor amount of residual staining, small fragments of stool and/or opaque liquid, but mucosa of colon segment seen well.",2,1,True
31,5d1184d7-f8f0-4800-b7c1-4117f773a3ef.jpg,0,"The image shows a colon segment with the mucosa seen well. There is no residual staining, small fragments of stool, or opaque liquid. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as:

BBPS = 3

This indicates that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,False
32,5321e4a6-8ded-4789-8cec-39dd65756ba8.jpg,0,"Based on the image provided, the mucosa of the colon segment can be seen well. There is no significant residual staining, small fragments of stool, or opaque liquid obscuring the view. Therefore, according to the Boston Bowel Preparation Scale (BBPS), this bowel preparation would be graded as:

BBPS = 3",3,1,False
33,3354de44-a7aa-4f98-bfe9-dfcad6b8b803.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid visible. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
34,0d4ce809-f576-4731-9981-8db0f874b645.jpg,0,"Based on the image provided, the mucosa of the colon can be seen, but there are areas not well seen due to residual stool and/or opaque liquid. This corresponds to a BBPS grade of 1.",1,0,True
35,1f612583-9d69-4665-8945-a0558955a789.jpg,0,"Based on the image provided, the mucosa of the colon segment can be seen well with only a minor amount of residual staining and small fragments of stool. This corresponds to a BBPS grade of 2.",2,1,False
36,cd5dbe77-b0e9-4781-9b42-a119cad50d85.jpg,1,"The image provided shows a colon segment with clear visibility of the mucosa. There is no evidence of solid stool, and there are no significant amounts of residual staining or opaque liquid. The mucosa of the colon segment is seen well, which corresponds to a BBPS grade of 3.",3,1,True
37,4d6b08fe-7185-4ecf-b1a6-d20d2fa1d2a3.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well with no residual staining, small fragments of stool, or opaque liquid. Therefore, the BBPS score for this bowel image is 3.",3,1,True
38,09d12e4d-ad70-409f-98bc-15d253d2aca9.jpg,1,"Based on the image provided, the mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid. This corresponds to a Boston Bowel Preparation Scale (BBPS) score of 3.",3,1,True
39,ddaa988a-a1c6-4f1a-9278-d9dd2c9f9ae1.jpg,0,"The image shows a colon segment with a significant amount of residual stool and opaque liquid. The mucosa of the colon is partially seen, but there are areas that are not well visualized due to the presence of these materials. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as:

BBPS Grade 1: Portion of mucosa of the colon segment seen, but other areas of the colon segment not well seen due to staining, residual stool and/or opaque liquid.",1,0,True
40,68a76e19-a444-4e7c-bb7d-28193754bc7a.jpg,0,"The image shows a colon segment with a significant amount of solid stool that obscures the mucosa, making it difficult to see the mucosa clearly. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

Grade 0: Unprepared colon segment with mucosa not seen due to solid stool that cannot be cleared.",0,0,True
41,a265703a-8489-4204-883e-d08b07aa4d6f.jpg,0,"Based on the image provided, the mucosa of the colon segment can be seen well, but there is a minor amount of residual staining and small fragments of stool present. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

BBPS = 2",2,1,False
42,de93d43b-62fd-4b20-b348-dd3803482ffe.jpg,0,"The image shows a colon segment with a significant amount of residual stool obscuring the mucosa. There is a clear portion of the mucosa visible, but other areas are not well seen due to the presence of stool. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

Grade 1: Portion of mucosa of the colon segment seen, but other areas of the colon segment not well seen due to staining, residual stool and/or opaque liquid.",1,0,True
43,88fc65c6-157a-4dc6-8721-fecd86ec075f.jpg,0,"The image shows a colon segment with the mucosa visible and well seen. There is no significant residual staining, small fragments of stool, or opaque liquid. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,False
44,22e8fe25-5151-4167-b2bb-e175c0a11c2a.jpg,1,"Based on the image provided, the mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid. This corresponds to a Boston Bowel Preparation Scale (BBPS) score of 3.",3,1,True
45,19ed27c8-45e0-4342-9185-90038d03d5cb.jpg,0,"Based on the image provided, the mucosa of the colon can be seen well in most areas, but there is a minor amount of residual staining and a small fragment of stool in the upper part of the image. According to the Boston Bowel Preparation Scale (BBPS), this would correspond to a Grade 2, which indicates that the mucosa of the colon segment is seen well with minor amounts of residual staining, small fragments of stool, and/or opaque liquid.",2,1,False
46,6490aba4-1904-4768-b3f5-dbbce046712c.jpg,0,"Based on the image provided, the mucosa of the colon can be seen well, but there is a minor amount of residual staining and small fragments of stool present. According to the Boston Bowel Preparation Scale (BBPS), this would correspond to a Grade 2, which indicates that the mucosa of the colon segment is seen well with minor amounts of residual staining, small fragments of stool, and/or opaque liquid.",2,1,False
47,1dc4b8ff-0452-4b74-8bb6-14fce9fd4141.jpg,0,"Based on the image provided, the mucosa of the colon can be seen well, with no substantial residual staining, small fragments of stool, or opaque liquid. Therefore, the bowel preparation can be graded as a BBPS score of 3.",3,1,False
48,c3987056-2ddf-4410-a34f-4a26b173d936.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,True
49,3fb84393-3ea9-4408-91f2-800412bee5e3.jpg,0,"Based on the image provided, the mucosa of the colon can be seen well, but there is a minor amount of residual staining and small fragments of stool present. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

BBPS = 2

This indicates that the bowel preparation is adequate for examination, with only minor cleanliness issues that do not significantly impede the visibility of the mucosa.",2,1,False
50,b5fa0e15-9e11-4f6c-986b-fd69b4b00878.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no solid stool, and only a minor amount of residual liquid is present. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
51,e42c8be7-b8a6-4812-b12b-6cbd5fc41618.jpg,0,"Based on the image provided, the mucosa of the colon can be seen well with no significant residual staining, small fragments of stool, or opaque liquid. The bowel preparation appears to be of high quality, allowing for a clear view of the mucosal surface.

Therefore, according to the Boston Bowel Preparation Scale (BBPS), this image would be graded as:

BBPS = 3",3,1,False
52,86bb0c89-9971-43dd-97e8-803899aada9c.jpg,0,"The image shows a colon segment with a significant amount of residual stool that obscures the mucosa. The mucosa cannot be seen well due to the presence of this stool. Based on the Boston Bowel Preparation Scale (BBPS), this would be graded as:

Grade 1: Portion of mucosa of the colon segment seen, but other areas of the colon segment not well seen due to staining, residual stool and/or opaque liquid.",1,0,True
53,409e9209-c44a-4a3c-9e33-5eebc451f5dc.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,True
54,55b66a70-9d84-4917-a950-4f3a6fb3fcdc.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
55,25ed5111-26c0-4157-9bb7-99170f4731aa.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well with no residual staining, small fragments of stool, or opaque liquid. Therefore, the BBPS score for this bowel image would be 3.",3,1,True
56,fa36a164-74fb-42a4-9494-993c488ce008.jpg,0,"Based on the image provided, the bowel preparation shows a significant amount of residual stool that is adherent to the mucosa. The mucosa of the colon segment is not well seen due to this residual stool. According to the Boston Bowel Preparation Scale (BBPS), this would be consistent with a score of:

Grade 1: Portion of mucosa of the colon segment seen, but other areas of the colon segment not well seen due to staining, residual stool and/or opaque liquid.",1,0,True
57,91a1db74-034e-4193-8636-252d93a02920.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well, with only a minor amount of residual staining and a small fragment of stool present. According to the Boston Bowel Preparation Scale (BBPS), this would be consistent with a score of:

BBPS = 2

This indicates that the bowel preparation is adequate, with minor limitations that do not significantly impact the ability to inspect the mucosa.",2,1,True
58,05fe3989-8f9c-45d6-a4be-1ae2f5abce6e.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,True
59,55c2f412-a8f1-49fe-8354-1e424d40c068.jpg,0,"Based on the image provided, the mucosa of the colon segment can be seen well, with no substantial residual staining, small fragments of stool, or opaque liquid. The bowel preparation appears to be of high quality, allowing for a clear view of the mucosal surface.

Therefore, the BBPS score for this bowel image would be 3.",3,1,False
60,ba730caf-64aa-4287-9b31-bc8c3aa9cf3d.jpg,1,"The image shows a colon segment with a minor amount of residual staining and small fragments of stool. However, the mucosa of the colon segment is seen well. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

BBPS = 2",2,1,True
61,d7ea6262-67f7-45ab-b9ba-bccd55c341cf.jpg,0,"The image provided shows a colon segment with a significant amount of solid stool that obscures the mucosa, making it difficult to see the mucosal surface well. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

Grade 0: Unprepared colon segment with mucosa not seen due to solid stool that cannot be cleared.

Therefore, the BBPS score for this image is 0.",0,0,True
62,85bb6eb5-25c7-4f37-8193-7729e0ec3b87.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well with no residual staining, small fragments of stool, or opaque liquid. Therefore, the BBPS score for this bowel image is 3.",3,1,True
63,1e684368-a77f-489f-99ca-9710ff8ecffd.jpg,1,"The bowel image provided shows a colon segment that appears to be well-cleansed. The mucosa of the colon can be seen clearly with no residual staining, small fragments of stool, or opaque liquid. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3.",3,1,True
64,c9e2121d-df8e-4216-8f11-5b8f61b97f52.jpg,0,"Based on the image provided, the bowel preparation shows a portion of the mucosa of the colon segment that is seen well, but there are other areas of the colon segment not well seen due to staining, residual stool, and/or opaque liquid. According to the Boston Bowel Preparation Scale (BBPS), this would be consistent with a score of 1.",1,0,True
65,6ee2bfe6-3fed-4aee-8761-9b2843185863.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid visible. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
66,5bde0369-38dd-4ce6-bda0-9f48c26be18e.jpg,1,"The image provided shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,True
67,1eceba6b-cf81-4b80-a48e-8f627d207516.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well with no residual staining, small fragments of stool, or opaque liquid. This corresponds to a Boston Bowel Preparation Scale (BBPS) score of 3.",3,1,True
68,ee0c0400-31a4-49ca-a2d9-ae03eabc31d5.jpg,1,"The image shows a colon segment with the entire mucosa seen well. There is no residual staining, small fragments of stool, or opaque liquid visible. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3.",3,1,True
69,0b9e3600-3a4a-483f-8480-c1a126e903d6.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid visible. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,True
70,7e3341a3-659b-4b75-93f1-995c7512602a.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,True
71,e5866fac-e5e4-47a0-88eb-7e339ad112fe.jpg,0,"Based on the image provided, the bowel preparation can be graded as follows:

- There is a minor amount of residual staining and small fragments of stool visible.
- The mucosa of the colon segment can be seen well despite these minor impurities.

According to the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 2, which indicates that the mucosa of the colon segment is seen well with a minor amount of residual staining, small fragments of stool, and/or opaque liquid.",2,1,False
72,6a81fe56-8f7a-4426-8903-c631fb76402b.jpg,1,"The image shows a colon segment with the entire mucosa visible and well-seen. There is no residual staining, small fragments of stool, or opaque liquid. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3.",3,1,True
73,ceebcfff-5e9c-48e0-864e-21fbd9a70ee4.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
74,d48f6c28-798f-400a-949c-0946845b6177.jpg,0,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,False
75,78110422-7685-4b93-87b3-d583592f6088.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,True
76,525f7e34-6d72-4304-bca9-54328d01eea6.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, and only a very small fragment of stool is visible. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
77,b4a970b2-e483-4960-8829-c621872fec0c.jpg,0,"Based on the image provided, the bowel preparation quality can be assessed as follows:

- There is a significant amount of yellowish-brown material that appears to be residual stool or opaque liquid.
- The mucosa of the colon is partially visible, but large areas are not well seen due to the presence of this material.

According to the Boston Bowel Preparation Scale (BBPS), this image would be graded as:

Grade 1: Portion of mucosa of the colon segment seen, but other areas of the colon segment not well seen due to staining, residual stool and/or opaque liquid.

Therefore, the BBPS score for this image is 1.",1,0,True
78,e767fc5d-b43f-4585-8309-df336560541a.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well. There are minor amounts of residual staining and a small fragment of stool, but these do not significantly obscure the view of the mucosa. Therefore, according to the Boston Bowel Preparation Scale (BBPS), this image would be graded as:

BBPS = 2",2,1,True
79,25dc9c9c-6cf6-4404-9e74-7e477dd3c4db.jpg,0,"Based on the image provided, the mucosa of the colon segment can be seen well, but there is a minor amount of residual staining and a small fragment of stool present. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

BBPS = 2

This indicates that the bowel preparation is adequate, with only a minor amount of residue not significantly interfering with the ability to inspect the mucosa.",2,1,False
80,b8052b6a-b292-4ebc-b1f5-230dab9e8234.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid visible. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,True
81,d854a848-f166-4a9e-a2d1-ae2ce7d674ea.jpg,1,"The image shows a colon segment with the entire mucosa seen well. There is no residual staining, small fragments of stool, or opaque liquid. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3.",3,1,True
82,1c4a1b0d-8605-4867-8836-1da68de310e4.jpg,1,"The image shows a colon segment with the entire mucosa seen well. There is no residual staining, small fragments of stool, or opaque liquid. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3.",3,1,True
83,4528362f-a3d5-4d04-8c88-5c8d72687e39.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid present. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
84,f4965691-97c5-4273-beed-1d187e613437.jpg,0,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,False
85,0cfa088c-a5cc-41d9-8ad0-2838a9633a59.jpg,1,"The image provided shows a colon segment with clear visibility of the mucosa. There is no evidence of residual stool, opaque liquid, or significant staining. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
86,c337283f-814c-4f95-b8e2-063025b3d07e.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well with no residual staining, small fragments of stool, or opaque liquid. This corresponds to a Boston Bowel Preparation Scale (BBPS) score of 3.",3,1,True
87,58ae9084-1bd0-4a12-a73d-baebc963bfec.jpg,1,"Based on the image provided, the mucosa of the colon segment can be seen well with no residual staining, small fragments of stool, or opaque liquid. This corresponds to a BBPS score of 3.",3,1,True
88,e5ac31dd-62ba-4974-bb8b-d8b6e00dd9d0.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
89,47741d9a-3626-438e-9004-3d5d46394a1d.jpg,0,"The image shows a colon segment with a minor amount of residual staining and small fragments of stool. However, the mucosa of the colon segment is seen well. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

BBPS = 2",2,1,False
90,f66d9f0e-36ea-498f-866b-d9ccf44ed485.jpg,1,"The image shows a colon segment with a minor amount of residual staining and a small fragment of stool, but the mucosa of the colon segment is seen well. According to the Boston Bowel Preparation Scale (BBPS), this would be graded as:

BBPS = 2",2,1,True
91,147fff56-eea1-42bd-b28f-eddaf78fbce2.jpg,1,"The image shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid visible. The mucosa of the colon segment is seen well, which corresponds to a BBPS score of 3.",3,1,True
92,2d67c4f9-5a14-4239-8c10-dac29c798ab6.jpg,1,"The image provided shows a colon segment with clear visibility of the mucosa. There is no residual staining, small fragments of stool, or opaque liquid obscuring the view. Based on the Boston Bowel Preparation Scale (BBPS), this image would be graded as a 3, indicating that the entire mucosa of the colon segment is seen well with no residual staining, small fragments of stool, or opaque liquid.",3,1,True
